You don't dare while the shopkeepers watching.  He might throw a pie at you.	You don't dare while the shopkeepers watching.  He might throw a pie at you.
Possible, Probable, my blue hen, Make it appear as I say when!	Possible, Probable, my blue hen, Make it appear as I say when!
Nothing up my sleeve...	Nothing up my sleeve...
Presto, Change-o, Re-arrange-o!	Presto, Change-o, Re-arrange-o!
Eins, Zwei, Drei, Vier, Make it snappy und bring it here!	Eins, Zwei, Drei, Vier, Make it snappy und bring it here!
Need more money, Honey.  Your moolah's too low, Moe.	Need more money, Honey.  Your moolah's too low, Moe.
The sum doesn't balance.  COD or DOA.  Pay, or go away.	The sum doesn't balance.  COD or DOA.  Pay, or go away.
So solly, Chollie.  This money's funny.	So solly, Chollie.  This money's funny.
You need to go get some dough from the Money Changer, Stranger.	You need to go get some dough from the Money Changer, Stranger.
Here you go, Joe.  Hope you're happy, Pappy.	Here you go, Joe.  Hope you're happy, Pappy.
The spell looks and feels very familiar.  In fact, you realize that you already knew it!  What a waste of money!	The spell looks and feels very familiar.  In fact, you realize that you already knew it!  What a waste of money!
Now let me see where I last saw it.  I'll have to look for it in the back room.  I'll be back in a flash with the stash, Nash!	Now let me see where I last saw it.  I'll have to look for it in the back room.  I'll be back in a flash with the stash, Nash!
Silly me.  I had it here the whole time.	Silly me.  I had it here the whole time.
Abracabadra and didgery-doo, Make the thing appear for you!	Abracabadra and didgery-doo, Make the thing appear for you!
But I see you already have some dirt, Kurt.	But I see you already have some dirt, Kurt.
You put the pot of dirt away.	You put the pot of dirt away.
Buon giorno!  Good and tag!  Buenas Dias, Senor Caws.  I haven't seen you in so long.	Buon giorno!  Good and tag!  Buenas Dias, Senor Caws.  I haven't seen you in so long.
Hello!  Bone Jar!  Hi, guy!  Set a spell, take your shoes off!  What may I do to you?	Hello!  Bone Jar!  Hi, guy!  Set a spell, take your shoes off!  What may I do to you?
Konnichiwa!  Come and tell me who!  Hola!  How now, brown cow?	Konnichiwa!  Come and tell me who!  Hola!  How now, brown cow?
Top o' the morning to ya!  Mar Haba!  What's New, Pussycat?	Top o' the morning to ya!  Mar Haba!  What's New, Pussycat?
Hail, fellow, well met!  What da ya know, Joe?	Hail, fellow, well met!  What da ya know, Joe?
Ahoy, Goy!  Howdy, Duty.  What's up, Doc?	Ahoy, Goy!  Howdy, Duty.  What's up, Doc?
A River Dirty, Gerty!  Adieu to you!  'Bye for now, purple cow.	A River Dirty, Gerty!  Adieu to you!  'Bye for now, purple cow.
Ah, be a toe, Joe!  See ya later, alligator.	Ah, be a toe, Joe!  See ya later, alligator.
Bone Sewer, Sir!  After a while, Crocodile.	Bone Sewer, Sir!  After a while, Crocodile.
Hasta La Pasta!  Brain those nachos!  See ya soon, Raccoon!	Hasta La Pasta!  Brain those nachos!  See ya soon, Raccoon!
Au revoir, Pa!  Way to go, Pinocchio!	Au revoir, Pa!  Way to go, Pinocchio!
TTFN - Ta-ta for now!  Bon Voyage!	TTFN - Ta-ta for now!  Bon Voyage!
How do you do, adieu.  Good night and don't let the Bed Bugs bite!	How do you do, adieu.  Good night and don't let the Bed Bugs bite!
Nharak sa'id!  Aloha Oe!  Well come in!  Gesundheit!  Tip a canoe and how do you do?	Nharak sa'id!  Aloha Oe!  Well come in!  Gesundheit!  Tip a canoe and how do you do?
Pleased to meet you and I mean to please you!	Pleased to meet you and I mean to please you!
Welcome to my little shop of wonders!  Wonder what shop it is?  It's magic, of course!	Welcome to my little shop of wonders!  Wonder what shop it is?  It's magic, of course!
I am Keapon Laffin, Proprietor.  You must be Nobile Caws.   Proud to know you, Mister Caws.  Shapeir always hopes for heroes.	I am Keapon Laffin, Proprietor.  You must be Nobile Caws.   Proud to know you, Mister Caws.  Shapeir always hopes for heroes.
If you need to know some knowledge about the magic way, then go and see Aziza who'll enchant you if you stay.	If you need to know some knowledge about the magic way, then go and see Aziza who'll enchant you if you stay.
Watch out, she's testy, though.	Watch out, she's testy, though.
So long, fair well, Oaf, we da same!	So long, fair well, Oaf, we da same!
Good-bye!  See you real soon, Effendi Caws I like you.	Good-bye!  See you real soon, Effendi Caws I like you.
Heard the one about the fire, sire?  It's a torrid story.	Heard the one about the fire, sire?  It's a torrid story.
The fire elemental had a seething passion for a sultry old flame who burned him once.	The fire elemental had a seething passion for a sultry old flame who burned him once.
Seems his spark was worse than his spite.  There ardor be a law.	Seems his spark was worse than his spite.  There ardor be a law.
At least there will be a hot time in the old town tonight.	At least there will be a hot time in the old town tonight.
I don't mean to bluster, buster, but if you're in a hurry, Cain, you need to get down to earth before you blow up.	I don't mean to bluster, buster, but if you're in a hurry, Cain, you need to get down to earth before you blow up.
Then if you bellow, fellow, the breeze is sure to freeze.	Then if you bellow, fellow, the breeze is sure to freeze.
How's the Chinook, Schnook?	How's the Chinook, Schnook?
I heard the gusty Air Elemental has a tempestuous relationship with his own twister.	I heard the gusty Air Elemental has a tempestuous relationship with his own twister.
They had a whirlwind affair, but it's winding down, if you catch my drift.	They had a whirlwind affair, but it's winding down, if you catch my drift.
The Dervish of the desert sent a bedouin to my boudoir, and I hear he needs a hero for to help him bait a beast.	The Dervish of the desert sent a bedouin to my boudoir, and I hear he needs a hero for to help him bait a beast.
You have to watch the old codger - he's being cagey, but Dervish is my command.	You have to watch the old codger - he's being cagey, but Dervish is my command.
They say an earthy elemental is aground, but he just wants to be left a loam.	They say an earthy elemental is aground, but he just wants to be left a loam.
What a clod.  He's not very gneiss.	What a clod.  He's not very gneiss.
This town's sure going to rock tonight, but I suppose you prefer old Terra Firma (the more firmer, the less terror).	This town's sure going to rock tonight, but I suppose you prefer old Terra Firma (the more firmer, the less terror).
Arrrrrhhh, me bucko, if you be thirstin' to sponge off the maritime maiden, you'll need to air out a few things first, or you'll be seein' the waters pout, arrrrrhhh!	Arrrrrhhh, me bucko, if you be thirstin' to sponge off the maritime maiden, you'll need to air out a few things first, or you'll be seein' the waters pout, arrrrrhhh!
Water it be today, matey?	Water it be today, matey?
Did you sea the swell elemental that's made such a splash in the fountain?	Did you sea the swell elemental that's made such a splash in the fountain?
She's awfully soppy and tends to gush, but I tell you, Eddy, and I don't mean to deluge you, there's an undercurrent of still water running steep.	She's awfully soppy and tends to gush, but I tell you, Eddy, and I don't mean to deluge you, there's an undercurrent of still water running steep.
If I were you, I'd rain away.	If I were you, I'd rain away.
If you haven't seen her already today, the End Chant Dress wishes to chat.	If you haven't seen her already today, the End Chant Dress wishes to chat.
You need to make a final bow before Auntie Azizie's alter-ego.	You need to make a final bow before Auntie Azizie's alter-ego.
Speaking of finals, Lionel, so you're graduating to Raseir.	Speaking of finals, Lionel, so you're graduating to Raseir.
Be ware, Larry, I hear it's hairy there, so watch your derriere.	Be ware, Larry, I hear it's hairy there, so watch your derriere.
Happy trails to you, until we meet again.	Happy trails to you, until we meet again.
Buy those banditos!  Good luck, Buck!	Buy those banditos!  Good luck, Buck!
Goat got your throat or just lost your voice?  You might check the Flossed and Crowned for missing teeth.	Goat got your throat or just lost your voice?  You might check the Flossed and Crowned for missing teeth.
Asleep at the heel and slipping into slumber?  I deplore being a bore, so just don't snore, senor.	Asleep at the heel and slipping into slumber?  I deplore being a bore, so just don't snore, senor.
Resting on your Laurels, Hardy, or dreaming of days, Hays?	Resting on your Laurels, Hardy, or dreaming of days, Hays?
Cousin to Santa and Lost, aren't you?	Cousin to Santa and Lost, aren't you?
Clip, clop to the Magic shop to see the owner flip his flop.  I sell spells, can't you tell?	Clip, clop to the Magic shop to see the owner flip his flop.  I sell spells, can't you tell?
Wonder of Wonders and will wonders never cease?  You'll wonder where the yellow went, and whether geese have fleece.	Wonder of Wonders and will wonders never cease?  You'll wonder where the yellow went, and whether geese have fleece.
Properly and proudly I propound with all propriety.  Certainly and soundly, I speak with all sobriety.  I am the very model of a major modern magic man (well, Gnome, actually).	Properly and proudly I propound with all propriety.  Certainly and soundly, I speak with all sobriety.  I am the very model of a major modern magic man (well, Gnome, actually).
Do I know Yorick?  He's my cousin, Laspo.  Ah, Laspo Yorick, I knew him, hero.	Do I know Yorick?  He's my cousin, Laspo.  Ah, Laspo Yorick, I knew him, hero.
I'm a little low on spells in stock, but I do have scrolls of Detect Magic for a negligible 10 dinars, Trigger for only 15, Force Bolt for a measly 20, Levitate for a mere 30 dinars, and Erasmus' Razzle Dazzle for a paltry 25 dinars.	I'm a little low on spells in stock, but I do have scrolls of Detect Magic for a negligible 10 dinars, Trigger for only 15, Force Bolt for a measly 20, Levitate for a mere 30 dinars, and Erasmus' Razzle Dazzle for a paltry 25 dinars.
If you have a need for nudging or a bent for bouncing, this spell is swell.  It can punch, it can push, it can even beat around the bush.  All this for a mere 20 dinars.	If you have a need for nudging or a bent for bouncing, this spell is swell.  It can punch, it can push, it can even beat around the bush.  All this for a mere 20 dinars.
Detect will select what you suspect but can't inspect.  Expect the effect to wreck the protection by creating a defect in its perfect reflection.	Detect will select what you suspect but can't inspect.  Expect the effect to wreck the protection by creating a defect in its perfect reflection.
The Trigger spell is like a witch's switch with a hitch, Rich.  It makes the last magic cast in the past happen fast.  Not only that, Brat, but Trigger makes you hoarse.	The Trigger spell is like a witch's switch with a hitch, Rich.  It makes the last magic cast in the past happen fast.  Not only that, Brat, but Trigger makes you hoarse.
It's got its ups and downs, but if you need a lift, this will get your feet up off the ground.	It's got its ups and downs, but if you need a lift, this will get your feet up off the ground.
A shining example of a scintillating spell.  It brings a tear to the eyes of the other guys who spy it.	A shining example of a scintillating spell.  It brings a tear to the eyes of the other guys who spy it.
Whose bed am I in?  What kind of personal question is that?  Oh, bedouin!  He's a desert drifter who shifts with sifting sands.	Whose bed am I in?  What kind of personal question is that?  Oh, bedouin!  He's a desert drifter who shifts with sifting sands.
Come here, Oh stranger, and save us from danger.  It's a dirty job, and I'm glad you're here to do it, Pruitt.  People say you're pretty neat, Pete.	Come here, Oh stranger, and save us from danger.  It's a dirty job, and I'm glad you're here to do it, Pruitt.  People say you're pretty neat, Pete.
Actually, Pete was a friend of mine who tangled with a wizard.  Now pizza elemental.	Actually, Pete was a friend of mine who tangled with a wizard.  Now pizza elemental.
You do?  Do what?  How do you do the hoodoo that you do so well?	You do?  Do what?  How do you do the hoodoo that you do so well?
You have a dearth of earth?  That's worth my mirth.  I do have some Fooler's Earth in stock, though.	You have a dearth of earth?  That's worth my mirth.  I do have some Fooler's Earth in stock, though.
Noticed my note, mister?  It is der wish for the whirl of a Dervish.  I will pay 1500 centimes (in dinars, of course) for such a thing.  All you have to do is find it.	Noticed my note, mister?  It is der wish for the whirl of a Dervish.  I will pay 1500 centimes (in dinars, of course) for such a thing.  All you have to do is find it.
Be it ever so humble, there's no face like Gnome.	Be it ever so humble, there's no face like Gnome.
Erasmus is a wizard I respect.  He can out-pun almost anyone and he jests with the best.  Between Erasmus and Fenrus, it's hard to get a joke in edgewise.  Fenrus is an aristo-rat at that, too.  Their humor is no rumor.	Erasmus is a wizard I respect.  He can out-pun almost anyone and he jests with the best.  Between Erasmus and Fenrus, it's hard to get a joke in edgewise.  Fenrus is an aristo-rat at that, too.  Their humor is no rumor.
Hard to learn a spell unless you have a scroll.  Once it's read; it's in your head, Fred.	Hard to learn a spell unless you have a scroll.  Once it's read; it's in your head, Fred.
Behold the beast of burden, it travels in the herd, then it frequently is heard when a Saurus is absurd, men.	Behold the beast of burden, it travels in the herd, then it frequently is heard when a Saurus is absurd, men.
Sorry, Charlie.  I don't have a scroll for that Wizard Spell.  It tends to disappear fast.	Sorry, Charlie.  I don't have a scroll for that Wizard Spell.  It tends to disappear fast.
A magic user went to school, so he could learn the magic rule.  And when he learned what he had heard, he had become a great Wizard.  (He went, to WIT, of course.)	A magic user went to school, so he could learn the magic rule.  And when he learned what he had heard, he had become a great Wizard.  (He went, to WIT, of course.)
It's used to make dark stains on light clothes.  If you need it to ground old Blowhard, it's yours for a song.  Dust in the Wind.  All you need is dust in the wind.	It's used to make dark stains on light clothes.  If you need it to ground old Blowhard, it's yours for a song.  Dust in the Wind.  All you need is dust in the wind.
If you are inclined to climb, a Magic Rope can give you hope.  To make it rise, close your eyes, raise your arms high, and watch it fly.	If you are inclined to climb, a Magic Rope can give you hope.  To make it rise, close your eyes, raise your arms high, and watch it fly.
If the time is right, you're in a plight, you can get it across if you give it a toss.  Burma Shave.	If the time is right, you're in a plight, you can get it across if you give it a toss.  Burma Shave.
It's a good tool, fool, but remember the rule - the Magic can't last, and on your last cast, it'll go fast - so don't waste it, or you might find yourself hanging in air with nothing there.	It's a good tool, fool, but remember the rule - the Magic can't last, and on your last cast, it'll go fast - so don't waste it, or you might find yourself hanging in air with nothing there.
We have a special on Magic Ropes this year.  It usually costs 12,500 centimes.  For a limited time only, though, it's only 125 dinars.  So do you wanta scope a rope, Miss Anthrope?	We have a special on Magic Ropes this year.  It usually costs 12,500 centimes.  For a limited time only, though, it's only 125 dinars.  So do you wanta scope a rope, Miss Anthrope?
Oh, those old things?  I could never get them to work correctly.  But then again, I've never worn them.	Oh, those old things?  I could never get them to work correctly.  But then again, I've never worn them.
Oh Cod, it makes me Eel when people Carp and Whale just for the Halibut, with no Porpoise.  I'm Net that kind of Buoy, Sea?  I'm Shore tired of Gills in School with their Tails of Roe.	Oh Cod, it makes me Eel when people Carp and Whale just for the Halibut, with no Porpoise.  I'm Net that kind of Buoy, Sea?  I'm Shore tired of Gills in School with their Tails of Roe.
(Coral, Bob, and Brine made me say this.  Tanks for rising to the bait and falling for it, hook, line, and sinker!)	(Coral, Bob, and Brine made me say this.  Tanks for rising to the bait and falling for it, hook, line, and sinker!)
(We're REALLY fishing here, folks.)	(We're REALLY fishing here, folks.)
Air, air, it's everywhere.  Way down here, and way up there.  In your bed and in my head and going anywhere it's led, Dunderhead.	Air, air, it's everywhere.  Way down here, and way up there.  In your bed and in my head and going anywhere it's led, Dunderhead.
My knowledge is scanty, Auntie.	My knowledge is scanty, Auntie.
If you need to know the answer, then ask another, Prancer.	If you need to know the answer, then ask another, Prancer.
