You see no strongBox here.	You see no strongBox here.
The guards seem to have been waiting for you.  Someone must have robbed this store recently.	The guards seem to have been waiting for you.  Someone must have robbed this store recently.
That does it!!	That does it!!
Don't be coming over here!	Don't be coming over here!
The shrine seems to be firmly attached to the wall.	The shrine seems to be firmly attached to the wall.
The large mace seems to be firmly attached to the wall.	The large mace seems to be firmly attached to the wall.
The axe seems to be firmly attached to the wall.	The axe seems to be firmly attached to the wall.
The sword seems to be firmly attached to the wall.	The sword seems to be firmly attached to the wall.
The scimitar seems to be firmly attached to the wall.	The scimitar seems to be firmly attached to the wall.
The mace seems to be firmly attached to the wall.	The mace seems to be firmly attached to the wall.
The sheath seems to be firmly attached to the wall.	The sheath seems to be firmly attached to the wall.
This place has the best Weapon Shop in the world.	This place has the best Weapon Shop in the world.
The stuff I sell is expensive, but you get what you pay for.	The stuff I sell is expensive, but you get what you pay for.
I am Issur, and this is my weapon shop.  I make the best swords and daggers.  What do you want?	I am Issur, and this is my weapon shop.  I make the best swords and daggers.  What do you want?
Hero of the Kattas, huh?  Only a Katta would call you a hero.	Hero of the Kattas, huh?  Only a Katta would call you a hero.
Ah, easy money,  So you want to make me rich?	Ah, easy money,  So you want to make me rich?
You know, we could save a lot of time if you just give me your money instead of losing it at Arm Wrestling.	You know, we could save a lot of time if you just give me your money instead of losing it at Arm Wrestling.
I can sell you the best daggers you've ever seen for only 5 dinars apiece.	I can sell you the best daggers you've ever seen for only 5 dinars apiece.
You need my sword.  A guy like you needs all the help you can get.  It will only cost you 100 dinars when you trade in your own sword.	You need my sword.  A guy like you needs all the help you can get.  It will only cost you 100 dinars when you trade in your own sword.
It takes real muscle to be good at Arm Wrestling.  I'm the best.  If you want to prove it, let me know and I'll be glad to wrestle you.	It takes real muscle to be good at Arm Wrestling.  I'm the best.  If you want to prove it, let me know and I'll be glad to wrestle you.
If you Arm Wrestle with me, you got to expect to lose.	If you Arm Wrestle with me, you got to expect to lose.
Paladins can fight good, but they're still wimpy goody-goodies and too high and mighty for EOF.	Paladins can fight good, but they're still wimpy goody-goodies and too high and mighty for EOF.
Those are my trophies from Arm Wrestling tournaments in Petalumeir.  They are not for sale.	Those are my trophies from Arm Wrestling tournaments in Petalumeir.  They are not for sale.
Those bellows are my sign.  What about them?	Those bellows are my sign.  What about them?
YOU	YOU
ISSUR	ISSUR
HOW TO PLAY  Enter key - holds back opponent SpaceBar - attempts slam LeftArrow - increases pressure applied RightArrow - decreases pressure applied 	HOW TO PLAY  Enter key - holds back opponent SpaceBar - attempts slam LeftArrow - increases pressure applied RightArrow - decreases pressure applied 
Ready!	Ready!
Set!	Set!
GO!	GO!
You can feel Issur weaken from the great effort he has taken to overcome your staying power.  You take advantage of the opportunity to slam his hand to the anvil.	You can feel Issur weaken from the great effort he has taken to overcome your staying power.  You take advantage of the opportunity to slam his hand to the anvil.
This Guild Hall is more colorful and primitive than others that you have seen.  As is the custom, artifacts are displayed on the walls, notices are posted on the Quest Board, and the emblem of the Eternal Order of Fighters is prominent.	This Guild Hall is more colorful and primitive than others that you have seen.  As is the custom, artifacts are displayed on the walls, notices are posted on the Quest Board, and the emblem of the Eternal Order of Fighters is prominent.
The open doorway leads to an area where we may practice.	The open doorway leads to an area where we may practice.
Uhura has already given you the note.	Uhura has already given you the note.
You have my sword, Hero.	You have my sword, Hero.
I will keep my sword, thank you.	I will keep my sword, thank you.
Step over to the book if you wish to read it.	Step over to the book if you wish to read it.
Step over to the book if you wish to sign it.	Step over to the book if you wish to sign it.
You have already signed it.	You have already signed it.
You sign your name in the book.	You sign your name in the book.
Permit me to loan you my sword, "Soulforge."	Permit me to loan you my sword, "Soulforge."
Good sword, good fight.  There are many be proud of you.	Good sword, good fight.  There are many be proud of you.
That was better.	That was better.
"Poltergeists make up the principle types of spontaneous material manifestations."	"Poltergeists make up the principle types of spontaneous material manifestations."
Goo goo, Maa Fhimt.	Goo goo, Maa Fhimt.
Watch it buddy!  I'm not getting hazardous duty pay on this gig, so don't mess with me.  They don't pay me enough to put up with a lowlife like you. Cheeeeeezzzz!!	Watch it buddy!  I'm not getting hazardous duty pay on this gig, so don't mess with me.  They don't pay me enough to put up with a lowlife like you. Cheeeeeezzzz!!
Maybe you find work for Hero here, too.	Maybe you find work for Hero here, too.
Maybe today you and I get in some more practice at fighting.   It will be good to feel the spear in my hand again.	Maybe today you and I get in some more practice at fighting.   It will be good to feel the spear in my hand again.
You've already returned the reward.	You've already returned the reward.
You show great honor.  May your deeds continue to shine!	You show great honor.  May your deeds continue to shine!
Rakeesh relaxes but his tail stays ever alert.	Rakeesh relaxes but his tail stays ever alert.
Rakeesh wouldn't appreciate it.	Rakeesh wouldn't appreciate it.
Uhura would have your head off before you got 10 feet. Besides, there is no baby market in Shapeir.	Uhura would have your head off before you got 10 feet. Besides, there is no baby market in Shapeir.
The standard Guild Hall Quest Board has an assortment of notices posted, but you must move closer in order to read them.	The standard Guild Hall Quest Board has an assortment of notices posted, but you must move closer in order to read them.
If you got real guts and don't know the meaning of fear; If you got real muscles and don't take guff from no one; If you got a real weapon and know how to use it; then maybe you are good enough to join the Eternal Order of Fighters.	If you got real guts and don't know the meaning of fear; If you got real muscles and don't take guff from no one; If you got a real weapon and know how to use it; then maybe you are good enough to join the Eternal Order of Fighters.
We pick only the best to join and we'll be watching you, so don't just be good, be great!  Be a member of EOF!  Eternal Order of Fighters The Guts, The Glory, The Greatest!	We pick only the best to join and we'll be watching you, so don't just be good, be great!  Be a member of EOF!  Eternal Order of Fighters The Guts, The Glory, The Greatest!
There is some writing on the EOF plaque on the wall, but you are not close enough to read it.	There is some writing on the EOF plaque on the wall, but you are not close enough to read it.
There will be given to the one who restores the Emir Arus Al-Din to his rightful place in the palace at Raseir the sum of 1000 dinars.  By order of the Sultan Harun Al-Rashid.	There will be given to the one who restores the Emir Arus Al-Din to his rightful place in the palace at Raseir the sum of 1000 dinars.  By order of the Sultan Harun Al-Rashid.
There is needed for a Spell of Great Power the whirling part of a Dervish.  Inquire at the Magic Shop.  Keapon Laffin, Prop.	There is needed for a Spell of Great Power the whirling part of a Dervish.  Inquire at the Magic Shop.  Keapon Laffin, Prop.
Those who do service to the city and land of Shapeir shall know the rewards of goodness.  By order of the Sultan Harun Al-Rashid.	Those who do service to the city and land of Shapeir shall know the rewards of goodness.  By order of the Sultan Harun Al-Rashid.
The Way of the Paladin: To seek. To learn. To do. 	The Way of the Paladin: To seek. To learn. To do. 
Uhura would be angry if you threw that at her Quest Board.	Uhura would be angry if you threw that at her Quest Board.
You will find better opportunities for social climbing by reading the quests.	You will find better opportunities for social climbing by reading the quests.
There is no reason to cast a spell at the Quest Board.	There is no reason to cast a spell at the Quest Board.
Simba means lion in my language.  Rakeesh say he sounds like a lion cub when he cries.	Simba means lion in my language.  Rakeesh say he sounds like a lion cub when he cries.
If you be fighting scorpion, you must watch the tail.  If the tail gets you, then you will be plenty sick, maybe dead, unless you get healing.  Block the Tail with shield, dodge the claws.	If you be fighting scorpion, you must watch the tail.  If the tail gets you, then you will be plenty sick, maybe dead, unless you get healing.  Block the Tail with shield, dodge the claws.
They be strong fighters, and they will gladly kill you for what you carry, if you let them.	They be strong fighters, and they will gladly kill you for what you carry, if you let them.
Ghouls be bad Magic things out only at night.  They eat the dead, but they will not be picky if they get the chance to eat you.  If they claw you, you get cold.  Colder you get, slower you move.  Too slow and you will be dead.  Then they eat.  You need good defense against them or they will pick your bones.	Ghouls be bad Magic things out only at night.  They eat the dead, but they will not be picky if they get the chance to eat you.  If they claw you, you get cold.  Colder you get, slower you move.  Too slow and you will be dead.  Then they eat.  You need good defense against them or they will pick your bones.
They not be all that tough, but many Jackalmen be wearing down even good fighters.	They not be all that tough, but many Jackalmen be wearing down even good fighters.
Dinosaur thing with many claws and teeth.  It likes to eat people.  Look out when it rears back on tail.  It can tear you up, if you do not dodge.	Dinosaur thing with many claws and teeth.  It likes to eat people.  Look out when it rears back on tail.  It can tear you up, if you do not dodge.
Strong fighter with claws and beak, it be.  Tear you to shreds unless you block and fight better.	Strong fighter with claws and beak, it be.  Tear you to shreds unless you block and fight better.
One very special, a Paladin be.  Talk to Rakeesh, he be knowing very much about Paladins.	One very special, a Paladin be.  Talk to Rakeesh, he be knowing very much about Paladins.
In the plaza of the Fountain be the man who makes things to help people.  He always needs things to be making what he does.	In the plaza of the Fountain be the man who makes things to help people.  He always needs things to be making what he does.
That be a very strange man, I think.  His shop of magic be east of here in the Plaza of the Fountain.	That be a very strange man, I think.  His shop of magic be east of here in the Plaza of the Fountain.
To be real Hero here, you need to become Paladin.	To be real Hero here, you need to become Paladin.
Never turn your back to Moose.  Especially near Mooseberry bushes.	Never turn your back to Moose.  Especially near Mooseberry bushes.
Fire Elemental be thing of bad magic.  Even if it be stopped, more bad magic will come down until bad magic Wizard be stopped.	Fire Elemental be thing of bad magic.  Even if it be stopped, more bad magic will come down until bad magic Wizard be stopped.
You should be asking Rakeesh.  He knows much about Earth.	You should be asking Rakeesh.  He knows much about Earth.
Good leader.  When trouble start to happen in Raseir, he be going with his men there.  Magic wind storm blew up and many men died.  My man say the Sultan be plenty brave, but could not stop Magic.	Good leader.  When trouble start to happen in Raseir, he be going with his men there.  Magic wind storm blew up and many men died.  My man say the Sultan be plenty brave, but could not stop Magic.
Hear many good things about your friends at the Inn.  They be heroes to the other Katta.  Say that you be hero too.	Hear many good things about your friends at the Inn.  They be heroes to the other Katta.  Say that you be hero too.
You will be finding Fountain if you go east of this plaza.	You will be finding Fountain if you go east of this plaza.
Funny old man in the desert Oasis.  To find him, you need to be going from the gates to the City Lookout.  Then go south until you come to the rock shaped like a Griffin's head.  Head east until you come to Oasis.  He will be there.	Funny old man in the desert Oasis.  To find him, you need to be going from the gates to the City Lookout.  Then go south until you come to the rock shaped like a Griffin's head.  Head east until you come to Oasis.  He will be there.
My name be Uhura.  It means freedom in my people's voice.	My name be Uhura.  It means freedom in my people's voice.
I am Uhura.  I am honored you visit here.	I am Uhura.  I am honored you visit here.
Ah, this be the new Hero, Rakeesh.	Ah, this be the new Hero, Rakeesh.
My spear not do much to Air Elemental near palace.  Maybe you can do something to stop it.	My spear not do much to Air Elemental near palace.  Maybe you can do something to stop it.
Rakeesh, he say that you stop the Air Elemental.  Now you are even bigger Hero in Shapeir.	Rakeesh, he say that you stop the Air Elemental.  Now you are even bigger Hero in Shapeir.
You are most welcome in Shapeir.  The sultan has been seeking a Hero since the forces of Dark Magic overwhelmed Raseir.	You are most welcome in Shapeir.  The sultan has been seeking a Hero since the forces of Dark Magic overwhelmed Raseir.
You have saved the city with your courage and your resourcefulness.  The land of Shapeir is indebted to you.  By order of the Sultan, Harun Al-Rashid, I have been asked to give you this reward for your actions.	You have saved the city with your courage and your resourcefulness.  The land of Shapeir is indebted to you.  By order of the Sultan, Harun Al-Rashid, I have been asked to give you this reward for your actions.
 and small torn spot.	 and small torn spot.
 and large torn spot.	 and large torn spot.
You read the crumpled paper with the nearly illegible scrawl%s	You read the crumpled paper with the nearly illegible scrawl%s
"If you know what's good for you, you will obey orders.  We will leave them here.  If you don't follow them, you'll be sorry.  We are watching you."	"If you know what's good for you, you will obey orders.  We will leave them here.  If you don't follow them, you'll be sorry.  We are watching you."
"At nightfall tonight, go to the door at the end of 'Saif Darb,' off 'Askeri Darb.'  Obey, or you'll regret it."	"At nightfall tonight, go to the door at the end of 'Saif Darb,' off 'Askeri Darb.'  Obey, or you'll regret it."
If your leg had not failed you this morning, Rakeesh, the elemental would be gone.	If your leg had not failed you this morning, Rakeesh, the elemental would be gone.
I'm afraid I have not the power to deal with the Elemental now.  It will require your skills and magic to overcome the thing, oh Defeater of Elementals.	I'm afraid I have not the power to deal with the Elemental now.  It will require your skills and magic to overcome the thing, oh Defeater of Elementals.
If you do seek to defeat the Earth Elemental which now walks our streets, you must first understand its Nature.	If you do seek to defeat the Earth Elemental which now walks our streets, you must first understand its Nature.
I hear you be plenty good and beat the elemental.  You be some Hero, for sure.	I hear you be plenty good and beat the elemental.  You be some Hero, for sure.
